LNR,RESPONSE
1754,0.013381981670831683
1770,0.013325666020660524
1465,0.011981359740506972
1470,0.01199310664748103
1478,0.012153966987465044
1782,0.011936034191543134
1485,0.011951713446949477
1519,0.013207213154970658
1835,0.013184670657640429
1522,0.012182864051092375
1539,0.012082934749984526
1853,0.013422064742413396
1856,0.012995958628475994
2502,0.011951844789129177
2182,0.013731725114950912
2191,0.013347809570444685
2522,0.013087738972865451
2530,0.013261966998667796
2215,0.011954889465268773
2550,0.013445967693299834
2570,0.011967480755159148
2574,0.01193226075029923
2579,0.01206950084426799
2247,0.013549257505193462
2674,0.011977692478481844
11434,0.01199509560385371
11122,0.013240846162460905
11127,0.013198607113964625
11443,0.013252464669322879
11170,0.012698503162322416
11191,0.012195064670427296
11198,0.013385818408368926
10936,0.012373306291930095
11244,0.011980590131051039
11247,0.0127238804542327
11252,0.011978965724605634
11259,0.012232386156796116
10945,0.011977423722054988
10951,0.011934121436552706
11271,0.013161957418931143
10963,0.01353873581148949
11282,0.012019001558119044
11291,0.011965626537376598
10980,0.011956206622047594
10994,0.012006927341285816
10998,0.01240827218086529
11303,0.012991707654395767
11630,0.011999047204988391
11636,0.012008555082109228
11949,0.011998753759678855
11950,0.01371791703895233
11956,0.013473823488471733
11648,0.01227255530190373
11653,0.013143064852751025
11967,0.011944061616397496
11972,0.011932649663484415
11975,0.011981816193533643
12110,0.012036307631736794
12113,0.013554287512890083
11712,0.011970648038399903
11716,0.012232386156796116
12000,0.012159072995716249
11722,0.013184670657640429
12023,0.01237592957063456
12046,0.011953719480673902
11762,0.012374764188555418
12071,0.012002183136746326
12077,0.011934868071255838
11785,0.013350608770504514
11788,0.012144803126858937
11790,0.011945519816193781
11800,0.013192159834606327
11806,0.012056161804688815
11816,0.012033553100331633
11505,0.011930047796658357
11837,0.011961203507219416
11531,0.013364821199858795
11848,0.011952499505618441
11854,0.011943675120393044
11877,0.012077053908727818
11563,0.011933621201930209
11567,0.011944456672825239
11894,0.011971525778621627
11906,0.011970294432912124
11917,0.01228792330564374
11610,0.012358075090180668
11923,0.011960701068922537
12596,0.012046859060070733
12603,0.011947282945221014
12608,0.012322975236222236
12633,0.012034903409725893
12637,0.011958070856614671
21484,0.012617248304480456
21184,0.011972411590545297
21247,0.01203466428091328
20991,0.012645239716196351
21018,0.011944200148667426
21019,0.013247545164139408
21047,0.011951272690703008
21054,0.01193762866325662
21374,0.012190459572945506
21392,0.011958701965282753
21713,0.011999156122447736
22019,0.011964282370733187
22025,0.013496550378653384
21722,0.013266363545230841
21728,0.011954917643526098
22039,0.012275892022556042
22044,0.011994010137398927
61900,0.011974923090921604
62548,0.012921386755454987
63176,0.011930047796658357
